"Referentiecode","ReferentieOmslagcode","Sortering","Referentienummer","Omschrijving (verkort)","Omschrijving","D/C","Nivo","ZZP-Belastingdienst pilot ZOL-AWA","Afrek syst","WoCo","BB","ZZP","Agro","WKR","EZ/VOF","BV","WoCo","Bank","OZW","Nivo5","Uitbr5"
"BEivFirRaeOve","","J.Y.D050","0510040.05","Overboekingen","Overboekingen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRaeVal","","J.Y.D060","0510040.06","Valutaomrekeningsverschillen","Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRaeOvm","","J.Y.D070","0510040.07","Overige mutaties","Overige mutaties eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirExp","","J.Y.E","0510060","Exportreserve","Exportreserve eigen vermogen onderneming natuurlijke personen","C","4","","","","","1","","","","","","","","",""
"BEivFirExpBeg","","J.Y.E010","0510060.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen","C","5","","","","1","1","","","1"," ","","","","1",""
"BEivFirExpDot","","J.Y.E020","0510060.02","Dotatie","Dotatie eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirExpAtg","","J.Y.E030","0510060.03","Afname ten gunste van het resultaat","Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirExpKtl","","J.Y.E040","0510060.04","Kosten ten laste van reserve","Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirExpOve","","J.Y.E050","0510060.05","Overboekingen","Overboekingen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirExpVal","","J.Y.E060","0510060.06","Valutaomrekeningsverschillen","Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirExpOvm","","J.Y.E070","0510060.07","Overige mutaties","Overige mutaties eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRis","","J.Y.F","0510070","Risicoreserve","Risicoreserve eigen vermogen onderneming natuurlijke personen","C","4","","","","","1","","",""," ","","","","",""
"BEivFirRisBeg","","J.Y.F010","0510070.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen","C","5","","","","1","1","","","1","","","","","1",""
"BEivFirRisDot","","J.Y.F020","0510070.02","Dotatie","Dotatie eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRisAtg","","J.Y.F030","0510070.03","Afname ten gunste van het resultaat","Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirRisKtl","","J.Y.F040","0510070.04","Kosten ten laste van reserve","Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirRisOve","","J.Y.F050","0510070.05","Overboekingen","Overboekingen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRisVal","","J.Y.F060","0510070.06","Valutaomrekeningsverschillen","Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirRisOvm","","J.Y.F070","0510070.07","Overige mutaties","Overige mutaties eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirTer","","J.Y.G","0510080","Terugkeerreserve","Terugkeerreserve eigen vermogen onderneming natuurlijke personen","C","4","","","","","1","","",""," ","","","","",""
"BEivFirTerBeg","","J.Y.G010","0510080.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen","C","5","","","","1","1","","","1","","","","","1",""
"BEivFirTerDot","","J.Y.G020","0510080.02","Dotatie","Dotatie eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirTerAaw","","J.Y.G030","0510080.03","Afname ten gunste van het resultaat","Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirTerVri","","J.Y.G040","0510080.04","Kosten ten laste van reserve","Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirTerOve","","J.Y.G050","0510080.05","Overboekingen","Overboekingen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirTerVal","","J.Y.G060","0510080.06","Valutaomrekeningsverschillen","Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirTerOvm","","J.Y.G070","0510080.07","Overige mutaties","Overige mutaties eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirOfr","","J.Y.H","0510090","Overige fiscale reserves","Overige fiscale reserves eigen vermogen onderneming natuurlijke personen","C","4","","","","","1","","",""," ","","","","",""
"BEivFirOfrBeg","","J.Y.H010","0510090.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) eigen vermogen onderneming natuurlijke personen","C","5","","","","1","1","","","1","","","","","1",""
"BEivFirOfrDot","","J.Y.H020","0510090.02","Dotatie","Dotatie eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirOfrAaw","","J.Y.H030","0510090.03","Afname ten gunste van het resultaat","Afname ten gunste van het resultaat eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirOfrVri","","J.Y.H040","0510090.04","Kosten ten laste van reserve","Kosten ten laste van reserve eigen vermogen onderneming natuurlijke personen","D","5","","","","","1","","","1","","","","","1",""
"BEivFirOfrOve","","J.Y.H050","0510090.05","Overboekingen","Overboekingen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirOfrVal","","J.Y.H060","0510090.06","Valutaomrekeningsverschillen","Valutaomrekeningsverschillen eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivFirOfrOvm","","J.Y.H070","0510090.07","Overige mutaties","Overige mutaties eigen vermogen onderneming natuurlijke personen","C","5","","","","","1","","","1","","","","","1",""
"BEivAvd","","J.Z","0508000","Aandeel van derden","Aandeel van derden","C","3","","","1","","1","","","1","","","","","",""
"BEivAvdAvd","","J.Z.A","0508010","Aandeel van derden","Aandeel van derden aandeel van derden","C","4","","","1","","1","","","1","","","","","",""
"BEga","","J.Z.B","06","Egalisatierekening","Egalisatierekening","C","2","","","1","","1","","","1","","","","","",""
"BEgaEga","","J.Z.B010","0601000","Egalisatierekening","Egalisatierekening","C","3","","","1","","1","","","1","","","","","",""
"BEgaEgaEga","","J.Z.B020","0601010","Egalisatierekening","Egalisatierekening","C","4","","","1","","1","","","1","","","","","",""
"BEgaEgaEgaBeg","","J.Z.B030","0601010.01","Beginbalans egalisatierekening","Beginbalans egalisatierekening","C","5","","","1","1","1","","","1","","","","","1",""
"BEgaEgaEgaDot","","J.Z.B040","0601010.02","Dotatie egalisatierekening","Dotatie egalisatierekening","C","5","","","1","","1","","","1","","","","","1",""
"BEgaEgaEgaOnt","","J.Z.B050","0601010.03","Onttrekking egalisatierekening","Onttrekking egalisatierekening","D","5","","","1","","1","","","1","","","","","1",""
"BEgaEgaEgaOvm","","J.Z.B060","0601010.04","Overige mutaties egalisatierekening","Overige mutaties egalisatierekening","C","5","","","1","","1","","","1","","","","","1",""
"BVrz","","K","07","Voorzieningen","Voorzieningen","C","2","","","1",""," ","",""," ","","","","","",""
"BVrzVvp","","K.A","0701000","Voorziening voor pensioenen","Voorziening voor pensioenen","C","3","","","1","","1","",""," ","","","","","",""
"BVrzVvpVpd","","K.A.A","0701010","Voorziening voor pensioenen directie in eigen beheer","Voorziening voor pensioenen directie in eigen beheer voorziening voor pensioenen","C","4","","","1"," ","1","","","1","","","","","",""
"BVrzVvpVpdBeg","","K.A.A010","0701010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","1","1","1","","","1","","","","","1",""
"BVrzVvpVpdToe","","K.A.A020","0701010.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpVpdOnt","","K.A.A030","0701010.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpVpdVri","","K.A.A040","0701010.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpVpdOmv","","K.A.A050","0701010.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpVpdOev","","K.A.A060","0701010.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpBac","","K.A.B","0701020","Backserviceverplichting","Backserviceverplichting ","C","4","","","1","","1","","","","","","","","",""
"BVrzVvpBacBeg","","K.A.B010","0701020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","1","1","1","","","1","","","","","1",""
"BVrzVvpBacToe","","K.A.B020","0701020.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpBacOnt","","K.A.B030","0701020.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpBacVri","","K.A.B040","0701020.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpBacOmv","","K.A.B050","0701020.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvpBacOev","","K.A.B060","0701020.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvb","","K.B","0702000","Voorziening voor belastingen","Voorziening voor belastingen","C","3","","","1","","1","","","1","","","","","",""
"BVrzVvbVlb","","K.B.A","0702010","Voorziening voor latente belastingverplichtingen","Voorziening voor latente belastingverplichtingen voorziening voor belastingen","C","4","","","1"," ","1","","","1","","","","","",""
"BVrzVvbVlbBeg","","K.B.A010","0702010.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","1","1","1","","","1","","","","","1",""
"BVrzVvbVlbToe","","K.B.A020","0702010.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVlbOnt","","K.B.A030","0702010.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVlbVri","","K.B.A040","0702010.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVlbOmv","","K.B.A050","0702010.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVlbOev","","K.B.A060","0702010.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVlbOvm","","K.B.A070","0702010.07","Overige mutaties voorziening latente belastingverplichtingen","Overige mutaties voorziening latente belastingverplichtingen","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVvb","","K.B.B","0702020","Voorziening voor belastingen","Voorziening voor belastingen voorziening voor belastingen","C","4","","","1"," ","1","","","1","","","","","",""
"BVrzVvbVvbBeg","","K.B.B010","0702020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","1","1","1","","","1","","","","","1",""
"BVrzVvbVvbToe","","K.B.B020","0702020.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVvbOnt","","K.B.B030","0702020.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVvbVri","","K.B.B040","0702020.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVvbOmv","","K.B.B050","0702020.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzVvbVvbOev","","K.B.B060","0702020.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","1","","1","","","1","","","","","1",""
"BVrzOvz","","K.C","0704000","Overige voorzieningen","Overige voorzieningen","C","3","","","1","1"," ","","","","","","","","",""
"BVrzOvzVhe","","K.C.A","0704020","Voorziening voor herstelkosten","Voorziening voor herstelkosten overige voorzieningen","C","4","","","","","1","","","","","","","","",""
"BVrzOvzVheBeg","","K.C.A010","0704020.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","","1","1","","","1","","","","","1",""
"BVrzOvzVheToe","","K.C.A020","0704020.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVheOnt","","K.C.A030","0704020.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVheVri","","K.C.A040","0704020.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVheOmv","","K.C.A050","0704020.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVheOev","","K.C.A060","0704020.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVvo","","K.C.B","0704030","Voorziening voor opruiming van aanwezige milieuvervuiling","Voorziening voor opruiming van aanwezige milieuvervuiling ","C","4","","","","","1","","","","","","","","",""
"BVrzOvzVvoBeg","","K.C.B010","0704030.01","Beginbalans (overname eindsaldo vorig jaar)","Beginbalans (overname eindsaldo vorig jaar) ","C","5","","","","1","1","","","1","","","","","1",""
"BVrzOvzVvoToe","","K.C.B020","0704030.02","Toevoegingen aan voorzieningen","Toevoegingen aan voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVvoOnt","","K.C.B030","0704030.03","Gebruik van voorzieningen","Gebruik van voorzieningen ","D","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVvoVri","","K.C.B040","0704030.04","Vrijval van voorziening","Vrijval van voorziening ","D","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVvoOmv","","K.C.B050","0704030.05","Omrekeningsverschillen over voorzieningen","Omrekeningsverschillen over voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
"BVrzOvzVvoOev","","K.C.B060","0704030.06","Oprenting van voorzieningen","Oprenting van voorzieningen ","C","5","","","","","1","","","1","","","","","1",""
